                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 4.6117,                 4.5827,                 3.8909,                      0,                      0,                      0,                      0,                 4.2042,                 3.4836,                 3.5126,               0.070882,              0.0032353,              0.0032353
                      0,                 2.7928,                 2.1353,               0.070882,              0.0032353,              0.0032353
                      1,                 3.9585,                  3.816,                 3.3259,                      0,                      0,                      0,                      0,                 3.8324,                 3.7383,                 3.1918,               0.040861,               0.006547,               0.006547
                      1,                 2.4537,                 1.9207,               0.040861,               0.006547,               0.006547
                      2,                 3.6617,                  3.534,                 2.9847,                 0.0143,                0.12848,                0.00808,                0.00222,                 3.4648,                 3.5788,                 2.9135,               0.010817,              0.0098366,              0.0098366
                      2,                 2.3703,                 1.8369,               0.010817,              0.0098366,              0.0098366
                      3,                 3.3717,                  3.391,                 2.8228,                0.02586,                0.24166,                0.02646,                0.00795,                 3.1149,                 3.3152,                 2.6989,               0.009901,               0.009901,               0.009901
                      3,                 2.3194,                 1.7718,               0.009901,               0.009901,               0.009901
                      4,                 3.2514,                 3.1896,                 2.6583,                0.03464,                0.32369,                0.04958,                 0.0155,                 3.0366,                 4.9459,                 2.5826,               0.009901,               0.009901,               0.009901
                      4,                 2.2316,                  1.739,               0.009901,               0.009901,               0.009901
                      5,                 3.0998,                 3.0988,                 2.5721,                0.03726,                0.34816,                0.04879,                0.01478,                 2.9963,                 3.1031,                 2.5837,               0.009868,               0.009868,               0.009868
                      5,                  2.144,                 1.6647,               0.009868,               0.009868,               0.009868
                      6,                 3.0168,                 2.9539,                 2.4749,                0.04199,                0.39238,                0.06498,                0.01927,                 2.9644,                 3.1995,                 2.5154,               0.009835,               0.009835,               0.009835
                      6,                 2.0372,                 1.5794,               0.009835,               0.009835,               0.009835
                      7,                 2.9374,                 2.9096,                 2.4182,                0.04458,                0.41657,                0.04725,                0.01531,                 2.8292,                  4.961,                  2.422,               0.009802,               0.009802,               0.009802
                      7,                 1.9657,                 1.5264,               0.009802,               0.009802,               0.009802
                      8,                 2.8798,                  2.825,                 2.3767,                0.05187,                0.48471,                0.10161,                0.03418,                  2.825,                 3.1893,                 2.3373,               0.009769,               0.009769,               0.009769
                      8,                 1.8701,                 1.4787,               0.009769,               0.009769,               0.009769
                      9,                 2.8181,                 2.7603,                 2.3488,                0.05679,                0.53059,                 0.1208,                0.04072,                 2.6921,                   3.45,                 2.2845,               0.009736,               0.009736,               0.009736
                      9,                 1.8476,                 1.4793,               0.009736,               0.009736,               0.009736
                     10,                 2.7789,                 2.6819,                   2.28,                0.05676,                0.53031,                0.11922,                 0.0379,                 2.7083,                 2.8529,                  2.247,               0.009703,               0.009703,               0.009703
                     10,                  1.805,                 1.4253,               0.009703,               0.009703,               0.009703
                     11,                 2.7439,                  2.637,                 2.2584,                0.05658,                0.52864,                0.11812,                 0.0364,                 2.6789,                  3.157,                 2.2406,                0.00967,                0.00967,                0.00967
                     11,                  1.751,                 1.3776,                0.00967,                0.00967,                0.00967
                     12,                 2.6776,                 2.5478,                 2.2166,                0.06009,                0.56146,                0.16477,                0.05482,                 2.6286,                 2.7854,                 2.1991,               0.009637,               0.009637,               0.009637
                     12,                 1.7376,                 1.4019,               0.009637,               0.009637,               0.009637
                     13,                 2.6326,                 2.5147,                 2.2036,                 0.0564,                0.52697,                0.09364,                 0.0303,                 2.6826,                 2.5914,                 2.2928,               0.009604,               0.009604,               0.009604
                     13,                 1.7213,                 1.3734,               0.009604,               0.009604,               0.009604
                     14,                 2.6282,                 2.4847,                 2.1732,                 0.0642,                0.59983,                0.15145,                  0.049,                 2.5553,                 2.3996,                 2.1761,               0.009571,               0.009571,               0.009571
                     14,                  1.676,                 1.3546,               0.009571,               0.009571,               0.009571
                     15,                 2.6045,                  2.456,                 2.1502,                0.05518,                0.51557,                0.16701,                0.05846,                 2.6048,                 2.6272,                 2.1842,               0.009538,               0.009538,               0.009538
                     15,                 1.6591,                 1.3452,               0.009538,               0.009538,               0.009538
                     16,                  2.589,                 2.4212,                 2.1324,                0.06375,                0.59566,                0.19436,                0.06867,                 2.4976,                 2.3796,                 2.1187,               0.009505,               0.009505,               0.009505
                     16,                 1.6332,                 1.3081,               0.009505,               0.009505,               0.009505
                     17,                 2.5648,                 2.3729,                 2.1167,                0.06107,                0.57063,                0.18915,                0.06467,                  2.595,                 2.4301,                 2.1428,               0.009472,               0.009472,               0.009472
                     17,                 1.6206,                 1.3138,               0.009472,               0.009472,               0.009472
                     18,                 2.5269,                 2.3271,                 2.0904,                0.07158,                 0.6688,                0.23561,                0.08217,                  2.421,                 2.3311,                 2.0448,               0.009439,               0.009439,               0.009439
                     18,                 1.6154,                 1.3032,               0.009439,               0.009439,               0.009439
                     19,                 2.5396,                 2.3197,                 2.0459,                0.07024,                0.65628,                0.23412,                0.07803,                 2.4744,                 2.3072,                 2.0765,               0.009406,               0.009406,               0.009406
                     19,                 1.6032,                 1.2651,               0.009406,               0.009406,               0.009406
                     20,                 2.4801,                 2.2483,                 2.0364,                0.07217,                0.67436,                0.22672,                0.07352,                 2.4543,                 2.1826,                 2.0959,               0.009373,               0.009373,               0.009373
                     20,                 1.5925,                 1.2755,               0.009373,               0.009373,               0.009373
                     21,                 2.4722,                 2.2776,                 2.0394,                0.07042,                0.65795,                0.22421,                 0.0788,                 2.3896,                 2.2701,                 2.0312,                0.00934,                0.00934,                0.00934
                     21,                 1.5842,                 1.2918,                0.00934,                0.00934,                0.00934
                     22,                 2.4475,                 2.2256,                 2.0017,                0.07321,                0.68409,                0.28292,                0.09902,                 2.3978,                 2.1348,                 2.0137,               0.009307,               0.009307,               0.009307
                     22,                 1.5672,                 1.2689,               0.009307,               0.009307,               0.009307
                     23,                 2.4646,                 2.1912,                 1.9904,                0.07426,                0.69383,                0.27117,                0.09552,                 2.3716,                 2.1307,                 1.9944,               0.009274,               0.009274,               0.009274
                     23,                 1.5692,                 1.2715,               0.009274,               0.009274,               0.009274
                     24,                 2.4512,                 2.2022,                 1.9758,                0.07435,                0.69466,                0.31126,                0.10991,                 2.3746,                  2.091,                  2.009,               0.009241,               0.009241,               0.009241
                     24,                 1.5675,                 1.2809,               0.009241,               0.009241,               0.009241
                     25,                 2.4171,                 2.1739,                  1.943,                0.07467,                0.69772,                0.30171,                0.10692,                 2.3264,                 2.1075,                 1.9516,               0.009208,               0.009208,               0.009208
                     25,                 1.5436,                 1.2389,               0.009208,               0.009208,               0.009208
                     26,                 2.4304,                 2.1864,                 1.9412,                0.07527,                0.70328,                0.31265,                0.11394,                 2.3273,                 2.0661,                 1.9235,               0.009175,               0.009175,               0.009175
                     26,                  1.562,                 1.2307,               0.009175,               0.009175,               0.009175
                     27,                  2.402,                  2.155,                 1.9313,                0.07643,                0.71413,                 0.3022,                0.11164,                 2.2983,                 2.0724,                 1.8956,               0.009142,               0.009142,               0.009142
                     27,                 1.5396,                 1.2284,               0.009142,               0.009142,               0.009142
                     28,                  2.408,                 2.1369,                 1.9197,                0.07685,                0.71802,                0.31756,                0.11121,                   2.31,                 2.1463,                 1.8866,               0.009109,               0.009109,               0.009109
                     28,                 1.5308,                 1.2118,               0.009109,               0.009109,               0.009109
                     29,                 2.3781,                 2.1166,                 1.9102,                0.07687,                 0.7183,                0.32479,                0.11406,                 2.2897,                 2.0414,                 1.8896,               0.009076,               0.009076,               0.009076
                     29,                 1.5159,                 1.2142,               0.009076,               0.009076,               0.009076
                     30,                 2.3596,                 2.1036,                 1.8928,                0.07932,                 0.7411,                0.37473,                0.13354,                 2.2836,                 1.9714,                 1.8914,               0.009043,               0.009043,               0.009043
                     30,                 1.5227,                  1.212,               0.009043,               0.009043,               0.009043
                     31,                  2.338,                 2.0846,                 1.8935,                0.07821,                0.73081,                0.35246,                0.11995,                 2.3439,                 2.0136,                 1.9143,                0.00901,                0.00901,                0.00901
                     31,                 1.5073,                 1.2209,                0.00901,                0.00901,                0.00901
                     32,                 2.3557,                 2.0804,                 1.8786,                0.07854,                0.73387,                0.35228,                0.12555,                 2.2917,                 2.1732,                 1.8692,               0.008977,               0.008977,               0.008977
                     32,                 1.5068,                 1.1983,               0.008977,               0.008977,               0.008977
                     33,                 2.3768,                 2.0518,                 1.8586,                0.07866,                0.73498,                0.32068,                0.11381,                 2.2865,                 2.1812,                 1.8735,               0.008944,               0.008944,               0.008944
