                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 6.3403,                  18.14,                 3.9716,                      0,                      0,                      0,                      0,                 4.5832,                 21.719,                   2.68,                 0.0784,                 0.0024,                 0.0024
                      0,                 3.6884,                 2.6863,                 0.0784,                 0.0024,                 0.0024
                      1,                 6.2302,                 12.858,                 3.8372,                      0,                      0,                      0,                      0,                 4.4521,                 19.016,                 2.5884,               0.055884,              0.0048838,              0.0048838
                      1,                  3.279,                 1.9393,               0.055884,              0.0048838,              0.0048838
                      2,                 6.3286,                 9.7499,                 3.8717,                      0,                      0,                      0,                      0,                  4.224,                 8.0957,                 2.4577,               0.033351,              0.0073512,              0.0073512
                      2,                 2.9247,                 1.5143,               0.033351,              0.0073512,              0.0073512
                      3,                 6.0897,                 8.0538,                 3.8061,                      0,                      0,                      0,                      0,                 3.9694,                 7.9375,                 2.3183,               0.010802,               0.009802,               0.009802
                      3,                 2.7721,                 1.4445,               0.010802,               0.009802,               0.009802
                      4,                 6.0463,                 7.1888,                 3.7426,                      0,                      0,                      0,                      0,                 3.1329,                 4.8115,                 1.8621,               0.009868,               0.009868,               0.009868
                      4,                 2.7168,                 1.4054,               0.009868,               0.009868,               0.009868
                      5,                 5.9374,                 5.4944,                 3.6724,                      0,                      0,                      0,                      0,                 2.8863,                 4.6641,                 1.7274,               0.009868,               0.009868,               0.009868
                      5,                 2.6771,                 1.4032,               0.009868,               0.009868,               0.009868
                      6,                 5.7509,                 5.5613,                  3.599,                      0,                      0,                      0,                      0,                 2.7965,                 4.6074,                 1.6813,               0.009835,               0.009835,               0.009835
                      6,                 2.6576,                 1.4044,               0.009835,               0.009835,               0.009835
                      7,                 5.3017,                 4.7984,                 3.3408,                      0,                      0,                      0,                      0,                 2.3803,                 4.3652,                 1.4441,               0.009802,               0.009802,               0.009802
                      7,                 2.6196,                 1.4009,               0.009802,               0.009802,               0.009802
                      8,                 5.0065,                 5.2632,                 3.0629,                      0,                      0,                      0,                      0,                  2.503,                 4.4453,                  1.511,               0.009769,               0.009769,               0.009769
                      8,                 2.5736,                 1.3719,               0.009769,               0.009769,               0.009769
                      9,                 4.8571,                 4.1183,                 2.8556,                      0,                      0,                      0,                      0,                 2.9175,                 4.7695,                 1.6633,               0.009736,               0.009736,               0.009736
                      9,                 2.5588,                 1.4062,               0.009736,               0.009736,               0.009736
                     10,                 4.4439,                 3.3453,                 2.4851,                0.00227,                0.00225,                 0.0012,                0.00048,                 3.9144,                 6.2519,                 2.4951,               0.009703,               0.009703,               0.009703
                     10,                 2.5156,                 1.4328,               0.009703,               0.009703,               0.009703
                     11,                 4.3412,                 2.9543,                  2.217,                0.00392,                0.01351,                0.00214,                0.00057,                 3.9212,                   5.13,                 2.3086,                0.00967,                0.00967,                0.00967
                     11,                 2.4405,                 1.3687,                0.00967,                0.00967,                0.00967
                     12,                 4.1216,                 3.0109,                 2.1131,                0.00729,                0.01126,                0.00479,                0.00204,                 3.5662,                 3.8879,                 2.0826,               0.009637,               0.009637,               0.009637
                     12,                  2.392,                 1.3974,               0.009637,               0.009637,               0.009637
                     13,                 4.0225,                  2.948,                 1.9621,                0.00771,                 0.0518,                0.00913,                0.00333,                 3.3826,                 2.8016,                 1.6817,               0.009604,               0.009604,               0.009604
                     13,                 2.3331,                 1.4093,               0.009604,               0.009604,               0.009604
                     14,                 3.9813,                 3.1524,                 1.8685,                0.01052,                0.08559,                0.00881,                0.00266,                 3.6328,                 3.0906,                  1.683,               0.009571,               0.009571,               0.009571
                     14,                 2.2813,                 1.4352,               0.009571,               0.009571,               0.009571
                     15,                 3.8513,                 2.8739,                 1.7547,                0.01122,                0.16667,                0.01516,                0.00394,                 3.4659,                 2.7334,                 1.5785,               0.009538,               0.009538,               0.009538
                     15,                 2.2142,                 1.4375,               0.009538,               0.009538,               0.009538
                     16,                 3.6053,                  2.637,                  1.752,                0.01273,                0.18919,                 0.0286,                0.00786,                 3.4359,                 3.5407,                 1.5689,               0.009505,               0.009505,               0.009505
                     16,                 2.1563,                 1.4443,               0.009505,               0.009505,               0.009505
                     17,                 3.6339,                 2.6619,                   1.71,                0.01379,                0.20495,                0.03962,                0.01249,                 3.1685,                 2.4581,                 1.4902,               0.009472,               0.009472,               0.009472
                     17,                 2.0974,                 1.4724,               0.009472,               0.009472,               0.009472
                     18,                 3.4853,                 2.5549,                 1.5992,                0.01773,                0.26351,                0.04973,                0.01634,                 2.9809,                 2.2401,                 1.3698,               0.009439,               0.009439,               0.009439
                     18,                 2.0318,                 1.4376,               0.009439,               0.009439,               0.009439
                     19,                 3.4005,                 2.5558,                 1.6018,                0.01742,                0.25901,                0.04382,                0.01482,                 2.9346,                 4.6338,                 1.4331,               0.009406,               0.009406,               0.009406
                     19,                 1.9843,                 1.4538,               0.009406,               0.009406,               0.009406
                     20,                 3.4752,                 2.4567,                  1.549,                0.01818,                0.27027,                0.04613,                0.01115,                 3.1482,                  2.841,                 1.4548,               0.009373,               0.009373,               0.009373
                     20,                 1.9211,                 1.4018,               0.009373,               0.009373,               0.009373
                     21,                 3.3453,                 2.3796,                 1.5353,                0.01879,                0.27928,                0.04845,                0.01311,                 3.0263,                 4.4146,                 1.3782,                0.00934,                0.00934,                0.00934
                     21,                 1.8813,                 1.4046,                0.00934,                0.00934,                0.00934
                     22,                 3.2973,                 2.5061,                 1.5503,                0.01985,                0.29505,                0.07753,                0.02499,                 2.7711,                 2.1544,                 1.3318,               0.009307,               0.009307,               0.009307
                     22,                 1.8467,                 1.4622,               0.009307,               0.009307,               0.009307
                     23,                 3.3357,                 2.3209,                 1.5074,                0.02076,                0.30856,                  0.092,                0.02494,                    2.9,                 2.1842,                 1.3327,               0.009274,               0.009274,               0.009274
                     23,                 1.7944,                 1.3966,               0.009274,               0.009274,               0.009274
                     24,                 3.2722,                 2.2854,                 1.5393,                0.01955,                0.29054,                0.08989,                0.02794,                 2.8544,                 2.2342,                 1.3212,               0.009241,               0.009241,               0.009241
                     24,                 1.7668,                 1.4367,               0.009241,               0.009241,               0.009241
                     25,                 3.2441,                 2.2496,                 1.4804,                0.02227,                0.33108,                0.11109,                0.03969,                 2.7395,                 2.0869,                 1.2885,               0.009208,               0.009208,               0.009208
                     25,                  1.726,                 1.3997,               0.009208,               0.009208,               0.009208
                     26,                 3.2245,                 2.2776,                 1.4809,                0.02242,                0.33333,                0.08734,                0.02439,                  2.904,                  2.149,                 1.3181,               0.009175,               0.009175,               0.009175
                     26,                   1.69,                 1.3547,               0.009175,               0.009175,               0.009175
                     27,                 3.0931,                 2.2662,                 1.4318,                0.02182,                0.32432,                0.10299,                 0.0343,                 2.7964,                 1.9863,                  1.301,               0.009142,               0.009142,               0.009142
                     27,                 1.6714,                 1.3957,               0.009142,               0.009142,               0.009142
                     28,                  3.154,                 2.1289,                 1.4168,                0.02273,                0.33784,                0.11759,                0.03817,                 2.6879,                 2.0405,                 1.2951,               0.009109,               0.009109,               0.009109
                     28,                 1.6527,                 1.3826,               0.009109,               0.009109,               0.009109
                     29,                  3.028,                 2.0746,                 1.3882,                   0.02,                 0.2973,                0.08727,                0.02643,                 2.8449,                 2.0524,                 1.3201,               0.009076,               0.009076,               0.009076
                     29,                 1.6179,                 1.3161,               0.009076,               0.009076,               0.009076
                     30,                 3.0846,                 2.1711,                 1.4536,                0.02729,                0.42568,                0.11933,                0.03782,                  2.645,                 1.7653,                 1.2632,               0.009043,               0.009043,               0.009043
                     30,                 1.5896,                 1.2948,               0.009043,               0.009043,               0.009043
                     31,                  3.072,                 2.1579,                 1.4277,                 0.0257,                0.37838,                0.13828,                0.05201,                 2.5384,                  1.865,                 1.2203,                0.00901,                0.00901,                0.00901
                     31,                 1.5714,                 1.3485,                0.00901,                0.00901,                0.00901
                     32,                 2.9331,                  2.123,                 1.4283,                0.02455,                0.36486,                0.12917,                0.05176,                 2.5259,                 1.9371,                 1.1998,               0.008977,               0.008977,               0.008977
                     32,                 1.5609,                  1.348,               0.008977,               0.008977,               0.008977
                     33,                 2.9712,                 2.1251,                 1.3707,                0.02335,                0.34234,                0.10162,                0.03588,                 2.6522,                 2.0509,                 1.2574,               0.008944,               0.008944,               0.008944
                     33,                  1.546,                 1.3169,               0.008944,               0.008944,               0.008944
                     34,                 2.9529,                 2.0675,                 1.3775,                0.02716,                0.39865,                0.13615,                0.04842,                 2.6451,                 1.7817,                 1.2191,               0.008911,               0.008911,               0.008911
                     34,                 1.5188,                 1.3151,               0.008911,               0.008911,               0.008911
                     35,                 2.9717,                 1.9961,                 1.3608,                0.02695,                0.37162,                0.12671,                0.04363,                 2.5345,                 1.7298,                 1.2288,               0.008878,               0.008878,               0.008878
                     35,                 1.5157,                 1.3085,               0.008878,               0.008878,               0.008878
                     36,                 2.8615,                 2.0208,                  1.372,                0.02576,                0.37613,                0.15911,                0.05925,                 2.5508,                 1.8295,                 1.2236,               0.008845,               0.008845,               0.008845
                     36,                 1.5128,                 1.3055,               0.008845,               0.008845,               0.008845
                     37,                 2.8227,                 1.9625,                 1.3524,                0.02708,                0.39189,                0.13211,                0.04676,                 2.4826,                 1.8084,                 1.1946,               0.008812,               0.008812,               0.008812
                     37,                 1.4989,                  1.267,               0.008812,               0.008812,               0.008812
